CountryCode,SeriesCode,DESCRIPTION
"SSD","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"SSD","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"SSD","NY.GNP.PCAP.PP.CD","Estimates are based on regression."
"SSD","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"SSD","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"SSD","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"SSF","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset."
"SSF","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset."
"STP","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"STP","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens."
"STP","IT.NET.USER.ZS","Companhia Santomense de Telecomuniçaôes s.a.r.l. (CST). Autoridade Geral de Regulação"
"STP","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"STP","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"STP","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"STP","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"STP","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"STP","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"STP","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"STP","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"SUR","IT.NET.USER.ZS","Telecommunicatiebedrijf Suriname (TELESUR). Telecommunications Authority Suriname (TAS)."
"SUR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"SUR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"SUR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"SUR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"SUR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"SUR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"SUR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"SUR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"SUR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens."
"SUR","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"SVK","SP.DYN.TFRT.IN","Data source: Eurostat, Statistical Office of the Slovak Republic"
"SVK","SP.POP.TOTL","Data source: Eurostat, Statistical office of the Slovak Republic"
"SVK","SP.DYN.CBRT.IN","Data source: Eurostat"
"SVK","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"SVK","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"SVK","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects, Statistical Office of the Slovak Republic, Council of Europe"
"SVK","SP.DYN.CDRT.IN","Data source: Eurostat"
"SVK","IT.NET.USER.ZS","Ministry of Transport, Posts and Telecommunications."
"SVK","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects, Statistical Office of the Slovak Republic, Council of Europe"
"SVK","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"SVK","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"SVN","SP.POP.TOTL","Data source: Eurostat, Statistical Office of the Republic of Slovenia"
"SVN","IT.NET.USER.ZS","Telekom Slovenije. 1998: Mobitel. 1999 - 2001: Ministry of Transport and Communications. 2001: Telecommunications Administration. 2002 - 2003: Telecommunications, Broadcasting and Post Agency. 2004 - 2005:  Communication Agency of the Republic of Slovenia (APEK). From 2006: Post and Electronic Communications Agency of the Republic of Slovenia."
"SVN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"SVN","SP.DYN.CDRT.IN","Data source: Eurostat"
"SVN","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistical Office of the Republic of Slovenia"
"SVN","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"SVN","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"SVN","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"SVN","SP.DYN.TFRT.IN","Data source: Eurostat, United Nations World Population Prospects, Statistical Office of the Republic of Slovenia"
"SVN","SP.DYN.CBRT.IN","Data source: Eurostat"
"SVN","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistical Office of the Republic of Slovenia"
"SWE","SP.DYN.CDRT.IN","Data source: Eurostat"
"SWE","IT.NET.USER.ZS","Telia, Netcom, Europolitan. Swedish Institute for Transport and Communications Analysis. From 2008: Swedish Post and Telecom Agency."
"SWE","SP.POP.TOTL","Data source: Eurostat, Statistics Sweden"
"SWE","SP.DYN.LE00.FE.IN","Data source: Eurostat; Statistics Sweden; INED; Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research"
"SWE","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"SWE","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"SWE","SH.MMR.LEVE","Paid parental leave is available"
"SWE","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"SWE","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"SWE","SP.DYN.CBRT.IN","Data source: Eurostat"
"SWE","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Sweden"
"SWE","SP.DYN.LE00.MA.IN","Data source: Eurostat; Statistics Sweden; INED; Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research"
"SWZ","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"SWZ","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"SWZ","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"SWZ","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"SWZ","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"SWZ","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"SWZ","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"SWZ","IT.NET.USER.ZS","Eswatini Posts and Telecommunications Corporation (STPC)."
"SWZ","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"SWZ","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"SWZ","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"SXM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"SXM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"SXM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"SXM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"SXM","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"SXM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"SXM","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"SXM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"SXM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"SXM","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"SYC","SP.DYN.LE00.MA.IN","Data source: National Bureau of Statistics, United Nations World Population Prospects"
"SYC","SP.DYN.CDRT.IN","Data source: National Bureau of Statistics, United Nations World Population Prospects"
"SYC","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"SYC","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"SYC","SP.DYN.CBRT.IN","Data source: National Bureau of Statistics, United Nations World Population Prospects"
"SYC","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"SYC","SP.DYN.TFRT.IN","Data source: National Bureau of Statistics, United Nations World Population Prospects"
"SYC","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"SYC","IT.NET.USER.ZS","Cable and Wireless (Seychelles) Ltd.; From 2000: Ministry of Information Technology and Communication.  Ministry of National Development."
"SYC","SP.DYN.LE00.FE.IN","Data source: National Bureau of Statistics, United Nations World Population Prospects"
"SYC","SP.POP.TOTL","Data source: National Bureau of Statistics"
"SYR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"SYR","NY.GNP.PCAP.PP.CD","Estimates are based on regression."
"SYR","IT.NET.USER.ZS","Syrian Telecommunications Establishment (STE)."
"SYR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"SYR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"SYR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"SYR","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"SYR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"SYR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"SYR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"SYR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"SYR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"TCA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"TCA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"TCA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"TCA","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"TCA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"TCA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"TCA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"TCA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"TCA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"TCD","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"TCD","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"TCD","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"TCD","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"TCD","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"TCD","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"TCD","IT.NET.USER.ZS","Until 2003: SOTEL. Office Tchadien de Régulation des Télécommunications."
"TCD","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"TCD","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"TCD","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"TCD","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"TGO","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"TGO","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"TGO","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"TGO","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"TGO","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"TGO","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"TGO","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"TGO","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"TGO","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"TGO","IT.NET.USER.ZS","Societe des Télécommunications du Togo (TOGO TELECOM). From 2004: Autorité de Règlementation des secteurs de postes  (ART&P)."
"TGO","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"THA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"THA","IT.NET.USER.ZS","Post and Telegraph Department (PTD). From 2002: Ministry of Information and Communication Authority (MICT)."
"THA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"THA","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"THA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"THA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"THA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"THA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"THA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"THA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"THA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"TJK","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"TJK","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"TJK","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"TJK","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"TJK","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"TJK","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"TJK","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"TJK","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"TJK","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"TJK","IT.NET.USER.ZS","Ministry of Communications. From 2003: Tajiktelecom."
"TJK","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"TKM","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"TKM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"TKM","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"TKM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"TKM","IT.NET.USER.ZS","Ministry of Communications."
"TKM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"TKM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"TKM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"TKM","NY.GNP.PCAP.PP.CD","Estimates are based on regression."
"TKM","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"TKM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"TKM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"TLS","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"TLS","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"TLS","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"TLS","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"TLS","NY.GNP.PCAP.PP.CD","Estimates are based on regression."
"TLS","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"TLS","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"TLS","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"TLS","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"TLS","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"TLS","SG.GEN.PARL.ZS","The purpose of elections held on 30 August 2001 was to elect members of the Constituent Assembly of Timor-Leste. This body became the National Parliament on 20 May 2002, the date on which the country became independent, without any new elections"
"TLS","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"TLS","SE.XPD.TOTL.GD.ZS","GDP does not include the income from petroleum."
"TON","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"TON","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"TON","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"TON","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"TON","SG.GEN.PARL.ZS","No women were elected in 2008, however one woman was appointed to the Cabinet. As cabinet ministers also sit in parliament, there is one woman out of a total of 32 members."
"TON","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"TON","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"TON","IT.NET.USER.ZS","Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd."
"TON","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"TON","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"TON","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"TON","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"TTO","SP.POP.TOTL","Data source: Central Statistical Office, United Nations World Population Prospects"
"TTO","IT.NET.USER.ZS","Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information."
"TTO","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"TTO","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"TTO","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"TTO","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"TTO","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"TTO","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"TTO","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"TTO","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"TTO","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"TUN","IT.NET.USER.ZS","Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication."
"TUN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"TUN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"TUN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"TUN","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"TUN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens."
"TUN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"TUN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"TUN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"TUN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"TUN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"TUR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"TUR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"TUR","IT.NET.USER.ZS","Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority."
"TUR","SP.POP.TOTL","Data source: Eurostat, Turkish Statistical Institute, United Nations World Population Prospects"
"TUR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"TUR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"TUR","SP.DYN.CBRT.IN","Data source: Turkish Statistical Institute, United Nations World Population Prospects"
"TUR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"TUR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"TUR","SP.DYN.CDRT.IN","Data source: Turkish Statistical Institute, United Nations World Population Prospects"
"TUR","SP.DYN.TFRT.IN","Data source: Turkish Statistical Institute, United Nations World Population Prospects"
"TUV","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"TUV","IT.NET.USER.ZS","Tuvalu Telecommunications Corporation. Ministry of Communication and Transports"
"TUV","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"TUV","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens."
"TUV","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"TUV","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"TUV","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"TUV","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"TUV","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"TUV","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"TZA","IT.NET.USER.ZS","Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority."
"TZA","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"TZA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"TZA","NY.GDP.PCAP.CD","Data cover mainland Tanzania only."
"TZA","NY.GDP.PCAP.KD","Data cover mainland Tanzania only."
"TZA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"TZA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"TZA","SP.POP.TOTL.FE.ZS","Including Zanzibar."
"TZA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"TZA","NY.GNP.PCAP.CD","Data cover mainland Tanzania only."
"TZA","NY.GNP.PCAP.PP.CD","Data cover mainland Tanzania only."
"TZA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Including Zanzibar."
"TZA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"TZA","SP.DYN.TO65.FE.ZS","Including Zanzibar."
"TZA","SP.POP.BRTH.MF","Including Zanzibar."
"TZA","SP.DYN.TO65.MA.ZS","Including Zanzibar."
"TZA","SP.POP.AG05.MA.IN","Including Zanzibar."
"TZA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Including Zanzibar."
"TZA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"TZA","SG.POP.MIGR.FE.ZS","Including Zanzibar. Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"TZA","SP.POP.0014.TO.ZS","Including Zanzibar."
"TZA","SP.POP.1564.TO.ZS","Including Zanzibar."
"TZA","SP.POP.AG05.FE.IN","Including Zanzibar."
"TZA","SP.POP.65UP.TO.ZS","Including Zanzibar."
"TZA","SP.POP.AG00.FE.IN","Including Zanzibar."
"TZA","SP.POP.AG00.MA.IN","Including Zanzibar."
"TZA","SP.POP.AG01.FE.IN","Including Zanzibar."
"TZA","SP.POP.AG04.MA.IN","Including Zanzibar."
"TZA","SP.POP.AG01.MA.IN","Including Zanzibar."
"TZA","SP.POP.AG02.FE.IN","Including Zanzibar."
"TZA","SP.POP.AG02.MA.IN","Including Zanzibar."
"TZA","SP.POP.AG04.FE.IN","Including Zanzibar."
"TZA","SP.POP.AG03.MA.IN","Including Zanzibar."
"TZA","SP.POP.AG03.FE.IN","Including Zanzibar."
"TZA","SP.ADO.TFRT","Including Zanzibar."
"UGA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"UGA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"UGA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"UGA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"UGA","IT.NET.USER.ZS","Uganda Telecommunication Ltd. (UTL). From 1998: Uganda Communications Commission (UCC)."
"UGA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"UGA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"UGA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"UGA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"UGA","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"UGA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"UKR","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"UKR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"UKR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"UKR","SG.POP.MIGR.FE.ZS","Including Crimea. Estimates were derived from data on the foreign-born population."
"UKR","IT.NET.USER.ZS","State Department of Communications & Information Technology."
"UKR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"UKR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"UKR","NY.GNP.PCAP.PP.CD","Based on national accounts data from official statistics of Ukraine and Russian Federation; by relying on these data, the World Bank does not intend to make any judgment on the legal or other status of the territories concerned or to prejudice the final determination of the parties' claims."
"UKR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"UKR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"UKR","NY.GDP.PCAP.CD","Based on national accounts data from official statistics of Ukraine and Russian Federation; by relying on these data, the World Bank does not intend to make any judgment on the legal or other status of the territories concerned or to prejudice the final determination of the parties' claims."
"UKR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"UKR","NY.GDP.PCAP.KD","Based on national accounts data from official statistics of Ukraine and Russian Federation; by relying on these data, the World Bank does not intend to make any judgment on the legal or other status of the territories concerned or to prejudice the final determination of the parties' claims."
"UKR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"UKR","NY.GNP.PCAP.CD","Based on national accounts data from official statistics of Ukraine and Russian Federation; by relying on these data, the World Bank does not intend to make any judgment on the legal or other status of the territories concerned or to prejudice the final determination of the parties' claims."
"UMC","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME."
"UMC","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME."
"URY","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"URY","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"URY","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"URY","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"URY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"URY","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"URY","IT.NET.USER.ZS","Until 2003: Administración Nacional de Telecomunicaciones (ANTEL). Unidad Reguladora de Servicios de Comunicaciones."
